sequence,gender,generation,education_type,locality,religion,how_often,partner,marriage,break,divorce,education,work,sep_from_par,child,p_m,p_b,p_d,p_e,p_w,p_s,p_c,m_b,m_d,m_e,m_w,m_s,m_c,b_d,b_e,b_w,b_s,b_c,d_e,d_w,d_s,d_c,e_w,e_s,e_c,w_s,w_c,s_c
mswce,f,0,professional,town,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,=,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
wmsce,f,0,professional,town,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
swpec,f,1,higher,town,yes,sev_a_year,1,0,0,0,1,1,1,1,<,<,<,<,>,>,<,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,>,=,>,<,<
spwem,f,1,higher,town,yes,sev_a_year,1,1,0,0,1,1,1,0,<,<,<,<,<,>,<,<,<,>,>,>,<,n,>,>,>,n,>,>,>,n,>,>,<,>,<,<
swecp,f,1,higher,town,yes,sev_a_year,1,0,0,0,1,1,1,1,<,<,<,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wmsce,f,0,professional,town,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
pwbcemsd,m,1,professional,town,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,<,<,<,<,>,<,>,>,<,>,<,<,>,<,<,>,>,>,>,>,<,>,<,<,>
swpmce,f,1,higher,town,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,>,>,<,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
swmce,f,1,professional,town,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
wsmce,f,0,professional,town,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wmsce,f,1,general,town,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wsmec,f,0,higher,town,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
ewmsc,f,0,general,town,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wpmesbdc,f,1,professional,town,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,<,>,<,<,<,<,<,>,<,<,=,>,>,>,<,>,>,>,<,>,<,<,<,<,<
swmcepb,f,0,professional,town,yes,sev_a_year,1,1,1,0,1,1,1,1,>,<,<,>,>,>,>,<,<,<,>,>,<,<,>,>,>,>,>,>,>,>,>,>,>,>,<,<
wmsce,f,1,higher,town,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
sewpc,f,1,higher,town,yes,sev_a_year,1,0,0,0,1,1,1,1,<,<,<,>,>,>,<,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wmecs,f,0,higher,town,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
spwcme,f,1,higher,town,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,=,>,<,<,<,<,>,>,>,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
mewsc,f,1,professional,town,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,<
wemscd,f,0,higher,town,yes,min_once_a_month,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,<,<,>,>,>,>,>,>,>,>,>,>,<,<,<,<,<
sewpmc,f,0,professional,town,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewmc,f,0,professional,town,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
swmced,f,0,general,town,yes,min_once_a_month,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,>,>,<,>,>,>,>,>,>,>,>,>,>,>,>,>,<,<
swecpb,f,1,professional,village,yes,sev_a_year,1,0,1,0,1,1,1,1,<,<,<,>,>,>,>,>,n,>,>,>,>,<,>,>,>,>,>,>,>,>,>,>,<,>,<,<
spwmcbde,m,1,general,village,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,<,<,>,<,<,<,<,>,>,<,<,<,>,>,>,<,>,>,>,>,>,>,>,<,<
mcsew,f,1,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,>
wspcbemd,f,0,professional,village,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,<,>,>,<,>,<,>,>,>,>,<,<,>,>,>,>,>,>,>,>,>,>,<,<,<
eswpb,m,1,professional,village,yes,never,1,0,1,0,1,1,1,0,<,<,<,>,>,>,<,>,n,>,>,>,n,<,>,>,>,<,>,>,>,n,<,<,<,>,<,<
msecw,f,1,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,<,>,<,>,>,<
wsmce,f,0,higher,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,=,<,<
sewmcd,f,1,professional,village,yes,never,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewmscd,f,0,general,village,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,<,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ewsmc,m,0,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,<
eswmcp,f,0,professional,village,yes,min_once_a_month,1,1,0,0,1,1,1,1,>,<,<,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
wmsce,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
epcwsbm,f,0,professional,village,no,never,1,1,1,0,1,1,1,1,<,<,<,>,<,<,<,>,<,>,>,>,>,<,>,>,>,>,>,>,>,>,<,<,<,<,>,>
sewc,f,0,professional,village,yes,never,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
wspecmb,f,0,professional,village,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,<,>,>,<,<,<,>,>,>,>,<,>,>,>,>,>,>,>,>,>,>,<,<,<,<
wemcs,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
smcwde,f,0,higher,village,yes,min_once_a_month,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,<,>,<,>,>,>,>,>,<,>,>,>,>,>,>,>,>,<
sewmc,f,1,professional,village,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
wepscb,f,1,general,village,yes,sev_a_year,1,0,1,0,1,1,1,1,<,<,<,>,>,=,<,>,n,>,>,>,>,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<
spmcweb,f,0,higher,village,yes,min_once_a_month,1,1,1,0,1,1,1,1,<,<,<,<,<,>,<,<,<,<,<,>,<,<,>,>,>,>,>,>,>,>,>,>,>,>,>,<
ewsmc,f,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,<
wemscd,f,0,professional,village,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,=,<,>,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewmcs,f,0,professional,village,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,>
mscew,f,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,=,<,n,>,>,>,>,>,>,>,>,=,>,>,>,>,<
emwscd,m,1,professional,village,no,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,=,<,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
sewp,m,1,professional,village,yes,never,1,0,0,0,1,1,1,0,<,<,<,>,>,>,<,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,=,>,<,>,<,<
emsw,f,1,professional,village,yes,never,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,>,<,=,<,n,>,>,>,n,>,>,>,n,<,<,<,>,<,<
wsmedpbc,f,1,professional,village,no,never,1,1,1,1,1,1,1,1,>,<,>,>,>,>,<,<,<,<,>,>,<,>,>,>,>,<,>,>,>,<,>,>,<,<,<,<
mewsdpc,m,1,professional,village,yes,sev_a_year,1,1,0,1,1,1,1,1,>,<,>,>,>,>,<,<,<,=,<,<,<,>,>,>,>,>,>,>,>,<,<,<,<,<,<,<
eswpmc,f,0,professional,village,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,=,<,>,<,<
wes,m,1,professional,village,no,never,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,>,<,<,<,<,<
ewmcs,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
spbewmc,m,1,professional,village,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,<,<,>,<,>,<,>,>,>,<,<,<,<,>,<,>,>,>,>,<,>,<,>,<,<
wpscmbe,f,1,higher,village,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,<,>,=,<,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,>,>,<,<,<
smcwe,f,1,higher,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,>,<
ewsc,f,0,general,village,yes,never,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wempdcbs,f,1,general,village,yes,sev_a_year,1,1,1,1,1,1,1,1,>,<,<,>,>,<,<,<,<,>,>,<,<,>,>,>,<,>,>,>,<,<,>,<,<,<,<,>
wcpsme,f,1,professional,village,yes,never,1,1,0,0,1,1,1,1,<,<,<,<,>,<,>,<,<,<,>,>,>,n,>,>,>,>,>,>,>,>,>,>,>,<,<,>
sewmc,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewmcdp,f,1,professional,village,yes,sev_a_year,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wsemcp,f,0,professional,village,yes,never,1,1,0,0,1,1,1,1,>,<,<,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
sewm,m,0,professional,village,yes,never,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,>,>,>,<,n,>,>,>,n,>,>,>,n,<,>,<,>,<,<
sewpmc,f,0,higher,village,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wspmcbe,f,0,professional,village,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,<,>,>,<,<,<,<,>,>,<,<,<,>,>,>,>,>,>,>,>,>,>,<,<,<
ewmsc,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ewmsc,f,0,professional,village,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wemsc,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
sewpmc,f,1,professional,village,no,never,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wemcs,m,0,professional,village,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
wecmds,f,1,general,village,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,<,>,>,>,>,>,>,>,>,<,>,>,<,<,<,<,>
sewcpmb,f,0,professional,village,no,never,1,1,1,0,1,1,1,1,<,<,<,>,>,>,>,<,<,>,>,>,>,<,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewmc,f,1,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wmscepdb,m,0,higher,village,no,never,1,1,1,1,1,1,1,1,>,<,=,>,>,>,>,<,<,<,>,=,<,>,>,>,>,>,>,>,>,>,>,>,>,<,<,<
swemc,f,0,higher,village,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wemsc,f,0,professional,village,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
sewmc,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wesmcd,f,0,professional,village,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,>,<,<,<,<,<
eswmc,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
wemsc,f,0,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
pewcmsb,f,0,professional,village,no,never,1,1,1,0,1,1,1,1,<,<,<,<,<,<,<,<,<,>,>,<,>,<,>,>,>,>,>,>,>,>,<,<,<,<,<,>
wsmcep,f,0,professional,village,yes,sev_a_year,1,1,0,0,1,1,1,1,>,<,<,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
spwemcdb,f,1,professional,village,yes,never,1,1,1,1,1,1,1,1,<,<,<,<,<,>,<,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wcsem,m,0,professional,village,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,>,n,>,>,>,>,>,>,>,>,>,>,>,<,<,>
emcws,m,1,general,village,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,>,>
psewcmbd,m,1,general,village,no,never,1,1,1,1,1,1,1,1,<,<,<,<,<,<,<,<,<,>,>,>,>,<,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wepsmc,m,1,professional,village,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,=,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
sewmc,f,0,higher,village,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wemsc,m,0,general,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
smwce,f,0,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
ewmsc,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,<
wmesc,f,0,general,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wpsmcbde,f,0,professional,village,yes,never,1,1,1,1,1,1,1,1,<,<,<,<,>,=,<,<,<,<,>,>,<,<,<,>,>,>,<,>,>,>,>,>,>,<,<,<
pewmcbds,f,1,professional,village,yes,never,1,1,1,1,1,1,1,1,<,<,<,<,<,<,<,<,<,>,>,<,<,=,>,>,<,>,>,>,<,>,=,<,<,<,<,>
wemscd,m,1,professional,village,yes,never,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,<,<,>,>,>,>,>,>,>,>,>,>,<,<,<,<,<
sewmc,f,0,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
ewscm,f,0,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,>,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
sewmc,f,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewmcs,f,0,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,>
eswmcp,f,0,general,village,yes,sev_a_year,1,1,0,0,1,1,1,1,>,<,<,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
mscew,f,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,=,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,<
ewsmc,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,=,<,<
sewmc,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
mswec,f,0,general,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,=,<,n,>,>,>,>,>,>,>,>,>,>,=,>,<,<
swmcep,m,0,professional,village,yes,sev_a_year,1,1,0,0,1,1,1,1,>,<,<,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
sew,m,1,professional,village,no,never,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,=,>,<,>,<,<
sewm,f,0,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,>,>,>,<,n,>,>,>,n,>,>,>,n,=,>,<,>,<,<
secw,f,1,professional,village,yes,never,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,<,>,<,>,>,<
sewpc,f,0,professional,village,yes,never,1,0,0,0,1,1,1,1,<,<,<,>,>,>,<,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
ewsmc,f,0,general,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
sewmc,f,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
ewspcb,f,0,general,village,yes,never,1,0,1,0,1,1,1,1,<,<,<,>,>,>,<,>,n,>,>,>,>,<,>,>,>,>,>,>,>,>,<,<,<,=,<,<
wmscedp,f,0,professional,village,yes,never,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,<,>,=,<,>,>,>,>,>,>,>,>,>,>,>,>,<,<,<
wsmce,f,0,higher,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
ewpsmc,f,0,professional,village,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,=,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,<
mscwe,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,=,=,n,>,>,>,>,>,>,>,>,>,>,>,>,>,=
wpecbsmd,f,0,general,village,yes,sev_a_year,1,1,1,1,1,1,1,1,<,<,<,=,>,<,<,>,<,>,>,>,>,<,>,>,=,>,>,>,>,>,>,<,<,<,<,>
sewmc,m,0,higher,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
sewmc,f,0,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
pemcsw,f,1,general,village,yes,never,1,1,0,0,1,1,1,1,<,<,<,<,<,<,<,<,<,>,<,<,<,n,>,>,>,>,>,>,>,>,<,<,<,>,>,>
ewmsc,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
smewcd,f,1,professional,village,yes,never,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,<,>,<,>,>,>,>,>,>,>,>,>,=,>,<,>,<,<
ewmcs,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
ewmscdpb,f,0,general,city,yes,never,1,1,1,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,=,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
eswmc,m,0,general,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
msecwd,f,1,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,<,=,<,>,>,>,>,>,>,>,>,>,<,>,=,>,>,<
eswmc,m,0,general,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
sewpcm,f,1,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,>,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
sewmdpcb,f,0,professional,city,yes,never,1,1,1,1,1,1,1,1,>,<,>,>,>,>,<,<,<,>,>,>,<,>,>,>,>,>,>,>,>,<,<,>,<,>,<,<
smewc,f,0,higher,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewmsc,f,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wsemc,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
ewmscd,f,0,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,=,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ewmcs,f,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
ewmsc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
smwce,f,0,professional,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
ewpcbsm,f,0,general,city,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,>,>,<,<,>,<,>,>,>,>,<,>,>,<,>,>,>,>,>,<,<,<,<,<,>
wespmc,m,1,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,>,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wpmecsbd,f,1,professional,city,yes,never,1,1,1,1,1,1,1,1,<,<,<,<,>,<,<,<,<,<,>,<,<,=,>,>,>,>,>,>,>,>,>,<,<,<,<,>
ewmsc,f,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
swemcdpb,m,0,professional,city,no,never,1,1,1,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,>,>,<,>,<,<
sewmc,f,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wmsced,f,1,higher,city,yes,sev_a_week,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,>,<,<,>,>,>,>,>,>,>,>,>,>,>,>,<,<,<
ewsmcdpb,f,1,professional,city,yes,sev_a_year,1,1,1,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
