sequence,education_type,locality,religion,how_often,generation,gender
wes,higher,village,no,never,1,f
swmce,higher,village,yes,sev_a_year,0,f
wmces,higher,village,yes,never,1,f
ewpsmbcd,professional,village,yes,never,1,f
wsemc,professional,village,yes,never,0,f
smdpewb,higher,village,yes,never,0,f
swmec,higher,village,yes,sev_a_year,1,f
wmsce,professional,village,yes,once_a_week,0,f
swe,higher,village,yes,sev_a_year,1,f
spmwbec,higher,village,yes,sev_a_year,1,f
swcmdpbe,higher,village,yes,never,1,f
sewmc,professional,village,no,never,1,m
swepmcbd,professional,village,no,never,0,m
wspce,professional,village,no,never,0,m
swemc,professional,village,no,never,0,f
mcesw,higher,village,yes,never,1,f
wpsmce,professional,village,yes,sev_a_year,0,f
wsmcdpe,professional,village,yes,sev_a_year,0,f
wsmce,professional,village,no,never,1,f
msewc,general,village,no,never,1,f
wsmce,higher,village,no,never,0,m
smewc,higher,village,yes,min_once_a_month,1,f
ewpsmc,general,village,no,never,0,f
swpmce,professional,village,yes,sev_a_year,0,f
wemcs,general,village,no,never,0,m
wsmce,professional,village,no,never,0,m
sepwmc,professional,village,yes,min_once_a_month,1,f
wsmcepd,professional,village,no,never,0,f
pewmcsb,professional,village,yes,never,0,f
wepcms,professional,village,yes,never,0,f
spmewc,professional,village,no,never,0,f
sewmc,higher,village,yes,never,0,f
pswmecb,professional,village,yes,sev_a_year,1,f
spmew,professional,village,no,never,1,m
mwcdspe,professional,village,yes,never,0,f
ewsmc,professional,village,yes,never,0,m
wpemcs,professional,village,yes,never,0,f
ewspmc,professional,village,yes,never,0,f
wespmc,general,village,no,never,1,m
swepmc,professional,village,yes,sev_a_year,1,f
wspecbm,general,village,yes,sev_a_year,1,f
spwcme,general,village,yes,never,1,f
sewmcpb,professional,village,no,never,0,f
wsmce,higher,village,yes,never,0,f
wemcs,general,village,no,never,0,m
spcewm,general,village,no,never,1,m
wemcs,professional,village,yes,never,0,f
wsepmcb,professional,village,yes,never,0,f
wsec,general,village,yes,never,1,m
ewpscm,general,village,yes,never,0,f
ewpsmc,professional,village,yes,never,1,f
wmsce,professional,village,yes,sev_a_week,1,f
ewsmcdp,general,village,no,never,1,f
ewspmc,professional,village,yes,never,1,f
wesmcdp,professional,village,yes,once_a_week,0,m
smewc,professional,village,yes,never,1,f
spewcmb,professional,village,no,never,1,f
wepbmcs,professional,village,yes,never,1,f
sewmc,professional,village,no,never,0,f
msewcpb,professional,village,no,never,0,f
spwmcdeb,professional,village,no,never,1,f
spmwce,higher,village,yes,never,1,m
wpscbem,professional,village,no,never,1,f
wemscpdb,professional,village,no,never,1,m
ewpmcs,professional,village,no,never,1,m
wemcs,general,village,no,never,0,m
ews,general,village,no,never,0,f
ewpsmc,professional,village,no,never,1,f
ewmcs,general,village,no,sev_a_week,0,f
wsmce,higher,village,no,never,0,m
mcews,professional,village,yes,sev_a_year,1,f
smewc,professional,village,no,never,0,m
sewmdc,professional,village,no,never,0,f
spmewcb,professional,village,yes,sev_a_year,1,f
sew,professional,village,yes,never,0,f
ewsmc,general,village,no,never,1,m
wesmcpd,professional,village,no,never,0,m
psmcbdew,professional,village,yes,sev_a_year,1,f
swemc,professional,village,yes,never,0,m
mscew,professional,village,no,never,1,f
mscew,professional,village,no,never,0,m
ewcspm,professional,village,yes,never,1,f
wmsce,general,village,yes,never,0,m
wsepmc,professional,village,yes,min_once_a_month,1,m
mswce,professional,village,no,never,0,f
wecms,general,village,yes,never,0,f
cwes,higher,village,yes,never,1,f
wpscmebd,higher,village,yes,sev_a_year,0,f
ewsp,general,village,no,never,1,m
smcew,professional,village,no,never,1,f
wemcs,professional,village,no,never,0,m
epmcbws,professional,village,yes,never,1,m
wmcse,professional,village,yes,never,0,f
wesmcdp,professional,village,no,never,1,m
mcews,higher,village,yes,sev_a_year,1,m
wemcs,general,village,yes,never,0,m
wpscbe,professional,village,yes,never,0,f
wsmcpde,professional,village,yes,never,0,f
wmcdse,professional,village,yes,min_once_a_month,0,f
mswcdepb,higher,village,yes,sev_a_year,1,f
sewmcd,professional,village,no,never,0,m
swpmce,higher,village,no,never,0,m
smewcd,higher,village,no,never,0,f
sewmc,professional,village,yes,never,1,f
ewsmc,professional,village,yes,never,1,f
swpmec,professional,village,yes,never,0,f
ewspmc,professional,village,no,never,0,f
sewmcpd,professional,village,no,never,0,f
wmsec,professional,village,no,never,1,f
mscwe,higher,village,no,never,1,f
msewcdpb,professional,village,yes,never,1,f
wmsce,higher,village,yes,never,1,m
swepmc,professional,village,yes,sev_a_year,1,m
wmsce,professional,village,no,never,1,m
msecwpd,general,village,no,never,1,f
emscwdpb,general,village,no,never,1,f
wmsce,higher,village,no,never,0,m
eswmc,professional,village,yes,never,0,f
epswcbm,general,village,yes,never,1,f
ewsmcp,professional,village,yes,never,0,m
scmewdp,professional,village,yes,never,0,m
sewpmc,general,village,yes,never,1,m
wsecmp,general,village,yes,sev_a_year,0,f
wes,professional,village,yes,sev_a_year,1,f
sewpmc,professional,village,yes,sev_a_year,1,m
wpsmce,professional,village,no,never,0,f
swpcmeb,higher,village,yes,sev_a_year,0,f
wmsce,professional,village,yes,never,1,f
ewsmc,professional,village,no,never,1,m
mscewd,professional,village,no,never,1,f
ewmcs,professional,village,no,never,1,m
smewc,professional,village,no,never,0,m
swpce,professional,village,no,never,0,f
sewpmc,professional,village,yes,never,1,f
wspcemb,professional,village,no,never,1,f
spcmwebd,higher,village,no,never,1,m
ewmcs,professional,village,yes,never,0,f
wpsecm,professional,village,no,never,1,m
wepsmcb,general,village,yes,never,0,f
ewpscm,general,village,yes,sev_a_year,0,f
epcmws,general,village,yes,never,1,f
ewspcb,professional,village,no,never,0,f
swepmc,professional,village,no,never,0,m
we,professional,village,yes,never,1,m
sewmdpc,professional,village,yes,sev_a_year,1,f
wesmc,general,village,yes,min_once_a_month,0,m
wepsc,general,village,no,never,1,f
ewmsc,general,village,yes,sev_a_year,0,f
pscbewm,professional,village,no,never,0,f
ewmsc,professional,village,yes,never,1,f
wspecm,professional,village,yes,never,1,f
ewpsmbdc,general,village,no,never,1,f
ewmscd,professional,village,yes,never,0,f
ewsmc,professional,village,no,never,0,m
wpsmce,professional,village,yes,never,1,m
epmscw,general,village,yes,sev_a_year,1,f
wcmes,professional,village,yes,never,0,m
epmsc,general,village,no,never,1,f
eps,general,village,no,never,1,f
ewmsc,general,village,no,never,0,f
emscw,general,village,yes,never,1,f
wpsecm,professional,village,yes,never,1,f
sewpmcbd,professional,village,yes,never,0,f
wemcsp,professional,village,yes,never,1,m
wespc,professional,village,yes,never,1,m
wemdcs,general,village,yes,never,0,f
ewmsp,professional,village,no,never,0,f
wsmce,general,village,no,never,1,m
swpmecb,professional,village,yes,sev_a_year,0,f
wsemc,professional,village,yes,never,1,m
ewsmc,professional,village,yes,never,0,f
wmscedp,professional,village,yes,never,0,m
wsecm,professional,village,yes,never,0,f
wemsc,general,village,yes,never,1,f
wsepcb,general,village,yes,never,1,f
eswmc,general,city,yes,min_once_a_month,0,f
mcweds,general,city,yes,sev_a_year,0,f
mcwes,general,city,no,never,0,m
wmsce,higher,city,yes,never,0,f
wmsced,professional,city,yes,min_once_a_month,0,f
ewspcb,professional,city,yes,sev_a_year,1,f
ewpcsb,professional,city,yes,min_once_a_month,1,f
swpemcbd,professional,city,yes,sev_a_year,1,f
mcwsdep,general,city,yes,sev_a_year,1,f
wmpdse,general,city,yes,sev_a_year,0,f
swec,higher,city,no,never,1,f
wsemc,general,city,yes,min_once_a_month,0,f
wmces,professional,city,yes,sev_a_year,0,f
ewmcpsb,professional,city,yes,min_once_a_month,0,f
wpsmceb,higher,city,yes,sev_a_year,0,m
ewmsc,professional,city,yes,min_once_a_month,0,f
wes,professional,city,no,never,0,f
ewpmbds,general,city,yes,sev_a_year,0,f
wmsec,general,city,yes,sev_a_year,0,f
ewmsc,higher,city,yes,never,0,m
msewc,higher,city,yes,sev_a_year,0,f
ewmsc,general,city,yes,min_once_a_month,0,f
ewpmsc,professional,city,yes,sev_a_year,0,f
sewmc,professional,city,yes,min_once_a_month,0,f
wpsmcedb,general,city,no,never,1,f
sewc,professional,city,yes,sev_a_year,0,f
mcwde,higher,city,yes,sev_a_year,1,f
smew,higher,city,yes,sev_a_year,0,f
wmcepsdb,higher,city,yes,sev_a_year,0,m
ewmcdps,general,city,yes,sev_a_year,1,f
wspmceb,general,city,yes,min_once_a_month,0,f
wmces,professional,city,yes,sev_a_year,0,f
wmcse,professional,city,yes,never,0,m
smcwe,general,city,yes,sev_a_year,0,f
wmscde,professional,city,yes,sev_a_year,0,f
mcwdpse,higher,city,yes,never,1,f
ewscpmb,general,city,yes,sev_a_year,0,f
ewsmc,professional,city,yes,never,1,m
ewscpm,professional,city,yes,sev_a_year,0,f
pewsmcb,higher,city,no,never,0,f
wemcdps,professional,city,yes,min_once_a_month,1,f
wspbe,general,city,yes,sev_a_year,0,f
wsepm,professional,city,yes,sev_a_year,0,f
pewmscdb,professional,city,no,never,1,f
wsmcedpb,general,city,no,never,0,f
mcewdp,higher,city,yes,once_a_week,0,f
ewmsc,higher,city,yes,min_once_a_month,0,f
wesmc,general,city,yes,once_a_week,0,f
wemscd,professional,city,yes,sev_a_year,0,f
wemcsp,general,city,yes,sev_a_week,0,f
ewpsmc,professional,city,yes,sev_a_year,1,f
wems,professional,city,yes,sev_a_year,0,f
smcwe,higher,city,yes,min_once_a_month,1,f
ewmsc,higher,city,no,never,0,f
msewcpb,higher,city,yes,sev_a_year,1,f
ewsmc,professional,city,yes,sev_a_year,0,f
ewsmc,professional,city,yes,min_once_a_month,0,f
wes,higher,city,yes,sev_a_year,0,f
sew,general,city,yes,sev_a_year,1,m
pwmecs,higher,city,no,min_once_a_month,1,f
ewmsc,professional,city,yes,sev_a_year,1,f
ewcms,general,city,yes,sev_a_year,1,f
ewmc,higher,city,yes,min_once_a_month,0,f
psbwemc,higher,city,yes,min_once_a_month,1,f
wmse,general,city,yes,sev_a_year,0,f
wcse,professional,city,yes,never,0,f
wsmec,higher,city,yes,sev_a_year,0,m
mwcse,general,city,yes,min_once_a_month,0,f
pmewscbd,professional,city,yes,min_once_a_month,1,f
smecw,higher,city,yes,never,0,f
wepcs,professional,city,yes,min_once_a_month,0,f
wepcms,professional,city,yes,sev_a_year,1,f
wesmc,professional,city,yes,never,0,f
wspecb,professional,city,yes,sev_a_year,0,f
sewmcd,professional,city,yes,never,1,f
ewpmcsbd,general,city,yes,never,1,f
wmcse,higher,city,yes,never,0,m
smdewpc,higher,city,yes,min_once_a_month,1,f
wesmc,general,city,yes,sev_a_year,0,f
mewcs,professional,city,yes,never,1,f
wmsec,higher,city,yes,sev_a_year,0,f
wpsmbdce,professional,city,yes,sev_a_year,1,f
wemsc,general,city,yes,never,1,m
wespmb,higher,city,yes,sev_a_year,0,f
ewspmcb,professional,city,yes,never,1,f
psewmc,professional,village,no,never,1,f
wspmdeb,general,city,yes,never,1,f
wpsmcbde,general,city,yes,sev_a_year,0,f
smcwdep,professional,city,yes,never,0,f
eswmc,professional,city,no,never,1,m
wsmce,general,city,yes,never,1,f
eswmc,professional,city,yes,sev_a_week,0,m
wepcbsm,general,city,yes,min_once_a_month,0,f
ewspc,professional,city,yes,never,1,f
wmecspd,general,city,yes,never,0,f
ewmcs,general,city,yes,never,0,f
ewsmc,general,city,yes,never,0,f
sewpbc,higher,city,no,never,0,f
mscwdepb,professional,city,no,never,0,f
sewpcm,higher,city,yes,never,0,f
wsmce,higher,city,yes,sev_a_year,0,m
swe,higher,city,yes,never,0,f
wpcmbdes,general,city,yes,sev_a_year,0,f
sewmc,professional,city,yes,sev_a_year,1,f
ewsmcd,general,city,yes,never,0,m
wsmecd,professional,city,yes,never,0,f
psbcewm,general,city,no,never,1,f
swpemc,general,city,yes,sev_a_year,0,f
wpsmcbde,general,city,yes,never,0,f
psmcwe,professional,city,yes,sev_a_year,1,f
espwbcm,general,city,no,never,1,f
ewmcs,professional,city,yes,never,0,f
wsecm,general,city,yes,sev_a_year,0,f
pwmscebd,general,city,yes,sev_a_year,1,f
swecm,professional,city,yes,never,0,f
ewms,professional,city,no,never,1,m
ewcmsdp,professional,city,yes,never,1,f
wspecbm,professional,city,yes,never,1,f
swmce,professional,city,yes,sev_a_year,0,f
swmce,professional,city,yes,sev_a_year,1,f
epscmw,professional,city,yes,never,1,f
eswpcmbd,professional,city,yes,never,0,m
ewmsc,professional,city,yes,sev_a_year,0,f
swmce,higher,city,no,never,1,f
psmecw,professional,city,yes,sev_a_year,1,f
wmsce,general,city,yes,sev_a_year,0,f
ewspmc,professional,city,no,sev_a_week,1,f
mecwsp,professional,city,yes,sev_a_year,1,f
wspmec,professional,city,yes,never,1,f
swpmcbde,professional,city,yes,sev_a_year,0,m
swpmce,general,city,yes,sev_a_year,0,m
ewscpmb,general,city,yes,sev_a_year,1,f
spewbcm,higher,city,yes,never,0,m
sewpmc,professional,city,yes,never,1,f
eswmc,professional,city,yes,never,0,f
ewpmcsb,professional,city,yes,sev_a_year,1,f
wmscepb,professional,city,yes,never,0,m
swpmce,higher,city,yes,sev_a_year,1,f
smwce,higher,city,yes,sev_a_year,0,f
swmecd,higher,city,yes,sev_a_year,0,f
pemscbdw,professional,city,yes,sev_a_year,1,f
smewc,professional,city,yes,never,1,f
sewmcp,general,city,no,never,0,f
mswce,higher,city,yes,sev_a_year,1,f
ewspcmbd,professional,city,yes,sev_a_week,0,f
sewmc,general,city,no,never,1,m
ewspmc,professional,city,yes,sev_a_year,1,m
semdw,professional,city,yes,sev_a_year,1,f
sepwcb,professional,city,no,never,1,f
psmecwb,professional,city,yes,never,1,f
ewspmc,professional,city,no,never,1,m
wsemc,higher,city,yes,never,0,f
mcwespd,professional,city,yes,never,1,m
psmwecd,professional,city,yes,sev_a_year,0,f
eswmc,professional,city,yes,never,1,f
pswemc,professional,city,yes,sev_a_year,1,f
wespmcbd,professional,city,no,never,0,m
sewpmc,professional,city,no,sev_a_week,0,f
wepsmc,professional,city,no,never,1,f
wespcm,general,city,yes,never,0,f
ewmsc,general,city,yes,never,0,f
wmsce,professional,city,no,never,0,f
sewpmc,professional,city,no,never,1,f
swpmcbe,professional,city,yes,never,1,f
wpscmebd,general,village,yes,never,0,m
ews,higher,village,no,never,1,m
ewpsbcm,general,village,yes,never,0,f
spcmew,general,village,yes,never,0,f
mcews,general,village,yes,never,0,f
ewpcs,general,village,no,never,0,f
wemcs,general,village,yes,never,0,m
swmcep,higher,village,yes,never,0,m
wemsc,general,village,yes,never,1,m
wpsmceb,general,village,yes,never,0,f
wespc,professional,village,yes,never,1,f
wmsce,professional,village,yes,never,0,f
emwsc,general,village,yes,never,1,f
ewsmc,professional,village,yes,never,0,f
eswmc,professional,village,no,never,1,m
wspmceb,general,village,yes,never,0,f
wpscme,professional,village,yes,never,0,m
ewpsmc,professional,village,no,never,1,f
ewsmcd,general,village,yes,never,0,f
msewc,professional,village,yes,never,0,f
wsemc,general,village,yes,sev_a_year,0,f
pcmbdews,professional,village,no,never,1,f
psmwceb,general,village,yes,never,0,f
meswcd,professional,village,yes,never,1,f
wesmc,professional,village,no,never,1,m
ewpscmbd,professional,village,no,never,0,m
psmwec,general,village,yes,never,1,f
emspwd,general,village,yes,never,1,f
epbcwsmd,general,village,no,never,1,f
sewmc,professional,village,yes,never,0,f
msewpdc,general,village,yes,never,0,m
sepmwc,general,village,no,never,1,f
wespmcbd,general,village,yes,never,0,f
ewspmcb,general,village,yes,never,0,f
sewpbmcd,professional,village,no,never,1,m
swpbec,professional,village,yes,never,1,f
spcemwb,general,village,no,never,1,m
ewsmc,professional,village,yes,never,0,f
ewmscp,general,village,yes,never,0,f
wspcmbe,general,village,yes,never,0,f
ewpsmc,general,village,yes,never,0,f
ewmsc,professional,village,yes,never,1,m
wmces,professional,village,yes,never,0,f
ewmsc,general,village,yes,never,0,f
wems,general,village,yes,never,0,f
sewpcmb,professional,village,yes,never,0,f
pmecsw,professional,village,yes,never,1,f
ewpsbc,professional,city,yes,sev_a_year,1,m
wmsce,professional,city,yes,sev_a_year,1,m
smcedpw,professional,city,yes,never,0,m
smedpcbw,professional,city,yes,sev_a_year,0,f
emcws,general,city,yes,never,0,f
ewmcs,professional,city,yes,never,0,m
wesc,general,city,yes,sev_a_year,0,f
wes,general,city,no,never,0,m
wpcebs,higher,city,yes,sev_a_year,1,f
swpcme,professional,city,no,never,0,m
wpmsce,general,city,yes,sev_a_year,1,m
wsmcde,higher,city,yes,sev_a_year,0,f
sewpmc,professional,city,yes,sev_a_year,1,f
swmce,professional,city,yes,sev_a_year,0,m
ewmsc,general,city,no,never,0,m
wecpms,professional,city,yes,sev_a_year,0,f
wemsc,professional,city,yes,sev_a_year,0,f
wemcs,general,city,yes,sev_a_year,0,m
ewpmscbd,professional,city,yes,sev_a_year,1,m
wespc,professional,city,yes,sev_a_year,1,f
wesmcp,general,city,no,never,0,m
wesmc,general,city,yes,never,0,m
smewc,higher,city,yes,never,1,f
wemcs,professional,city,yes,sev_a_year,0,f
wmcse,professional,city,yes,never,1,f
ewmscp,general,city,yes,never,0,f
eswc,general,city,yes,sev_a_year,0,f
sewpbmc,higher,city,yes,sev_a_year,0,f
ewsc,general,city,yes,min_once_a_month,0,f
wescpb,professional,city,yes,never,1,m
pmcewsbd,professional,city,yes,min_once_a_month,0,f
swpmce,professional,city,yes,sev_a_year,1,m
wpcmesbd,professional,city,yes,never,0,m
sewpcm,professional,city,yes,sev_a_year,1,f
eswc,higher,city,no,never,1,f
swce,general,city,no,never,0,f
wesmc,general,city,yes,never,0,f
wmces,higher,city,yes,sev_a_year,1,f
smcwe,general,city,yes,never,0,m
ewsmcpdb,professional,city,no,never,1,f
wemsc,general,city,yes,sev_a_year,1,m
msecwpdb,professional,city,yes,never,1,f
psmewc,professional,city,yes,never,1,f
mswcedp,professional,city,yes,never,1,f
swmce,higher,city,yes,never,0,m
ewsmc,professional,city,no,never,0,f
ews,professional,city,yes,sev_a_year,1,f
wsemcp,general,city,yes,sev_a_year,0,f
wemsc,higher,city,no,never,0,f
swepcm,professional,city,no,never,0,m
ewmsdc,professional,city,no,never,0,f
pbcewms,general,city,no,never,1,f
ewsc,professional,city,no,never,1,m
swemc,higher,city,no,sev_a_year,0,f
wmces,professional,city,yes,sev_a_year,0,m
wemsc,professional,city,yes,never,0,m
mscew,general,city,no,never,0,f
mewscd,professional,city,yes,never,0,m
ewmcs,general,city,no,sev_a_year,0,f
ewcps,general,city,no,never,0,f
wespcm,professional,city,no,never,1,m
wepscm,general,city,no,never,0,f
pmscwbde,higher,city,yes,never,1,m
ewmscp,general,city,yes,min_once_a_month,0,f
wse,general,city,no,never,1,m
sewpcm,higher,city,yes,never,1,m
wsmec,higher,city,yes,sev_a_year,0,f
emwsdcp,professional,city,yes,sev_a_year,0,f
ewsmc,professional,city,yes,sev_a_year,1,m
