gender;education type;locality;religion;how_often;generation;partner;marriage;break;divorce;child;sep_from_par;work;education;partner marriage;partner break;partner divorce;partner education;partner work;partner separation from parents;partner child;marriage break;marriage divorce;marriage education;marriage work;marriage separation from parents;marriage child;break divorce;break education;break work;break separation from parents;break child;divorce education;divorce work;divorce separation from parents;divorce child;education work;education separation from parents;education child;work separation from parents;work child;separation from parents child;last_ev
m;professional;village;yes;never;6g;;329;;;;329;304;303;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;village;yes;sev_a_year;1g;446;;466;;;;376;375;<;<;<;>;>;<;<;>;n;>;>;n;n;<;>;>;<;<;>;>;n;n;<;<;<;<;<;n;sep
m;professional;village;yes;never;9g;;335;;;;339;265;237;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;village;yes;sev_a_year;8g;;247;;;;254;244;243;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;village;yes;sev_a_year;8g;;236;;;;177;210;232;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;professional;village;yes;never;8g;;295;;;;;226;224;>;n;n;>;>;n;n;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;child
f;professional;village;yes;min_once_a_month;3g;;288;;291;307;;242;240;>;n;>;>;>;n;>;<;<;>;>;<;<;>;>;>;n;>;>;>;<;<;<;<;<;<;<;>;partner
m;professional;village;yes;never;6g;;274;;;;278;248;221;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;higher;village;yes;never;8g;;353;;;359;;288;260;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;general;village;yes;sev_a_year;5g;;;;;225;272;212;225;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;=;<;<;>;partner
f;professional;village;yes;sev_a_year;6g;;228;;;224;228;;247;>;n;n;>;n;>;>;<;<;<;<;=;>;n;>;n;>;>;>;n;>;>;<;>;>;>;>;>;work
f;professional;village;yes;sev_a_year;8g;;233;;;236;;219;219;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;=;<;<;<;<;>;sep
f;higher;village;yes;sev_a_year;7g;;234;;;239;;230;228;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;professional;village;yes;never;7g;;258;;;;286;206;201;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;village;yes;never;6g;391;;397;;;358;215;295;<;<;<;>;>;>;<;>;n;>;>;>;n;<;>;>;>;<;>;>;>;n;>;<;<;<;<;<;child
f;general;village;yes;never;9g;;323;;341;334;;220;231;>;n;>;>;>;n;>;<;<;>;>;<;<;>;>;>;n;>;>;>;<;>;>;<;<;<;<;>;sep
f;general;village;yes;never;7g;;;;;250;;167;205;n;n;n;>;>;n;>;n;n;>;>;n;>;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
f;general;village;yes;sev_a_year;1g;;;;;;282;200;154;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;general;village;yes;sev_a_year;4g;;;;;;218;209;208;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;general;village;yes;sev_a_year;5g;;216;;227;;184;200;229;>;n;>;>;>;>;n;<;<;<;>;>;<;>;>;>;>;n;<;>;>;<;>;>;<;>;<;<;child
f;professional;village;yes;sev_a_year;8g;;242;;;;203;237;248;>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;professional;village;yes;sev_a_year;9g;;;;;259;185;221;218;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;marriage
f;professional;village;yes;never;6g;;243;;;;202;235;235;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
m;general;village;no;never;7g;;282;;;314;;262;259;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;professional;village;yes;sev_a_year;11g;234;236;;;;183;208;230;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
m;professional;village;yes;sev_a_year;10g;269;;;;;185;262;230;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;professional;village;yes;never;7g;;248;;;;217;254;254;>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
m;higher;village;no;never;11g;;;;;;209;268;266;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;marriage
m;professional;village;no;never;7g;;244;;;;213;213;213;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;=;<;=;<;<;child
m;professional;village;yes;never;10g;;286;;;;212;262;256;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;village;yes;sev_a_year;5g;253;270;;;;182;207;206;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;professional;village;yes;never;3g;;310;;;;177;153;202;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
m;professional;village;yes;never;5g;;268;;;271;;225;225;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;=;<;<;<;<;>;sep
f;professional;village;yes;sev_a_year;6g;;260;;;;257;242;242;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;child
f;higher;village;yes;sev_a_year;5g;;219;;;265;196;;397;>;n;n;>;n;>;>;<;<;<;<;>;<;n;>;n;>;>;>;n;>;>;<;>;>;>;>;<;work
f;general;village;yes;never;6g;;247;;;264;254;216;230;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;partner
m;professional;village;yes;never;5g;;258;;;193;;260;229;>;n;n;>;>;n;>;<;<;>;<;<;>;n;>;>;n;>;>;>;n;>;<;<;>;<;>;>;sep
f;professional;village;yes;never;6g;;259;;;;196;238;238;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;8g;381;235;;267;244;245;202;199;>;<;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;>;br
m;higher;city;yes;sev_a_year;9g;;288;;;;280;282;280;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;=;<;>;<;<;div
f;professional;city;yes;sev_a_year;10g;;234;;;;234;233;232;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;general;city;yes;sev_a_year;2g;196;225;;;211;196;213;375;<;<;<;<;<;=;<;<;<;<;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;>;>;<;br
f;higher;city;yes;sev_a_year;3g;;228;;;244;228;196;;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;professional;city;yes;never;7g;235;236;;;;235;204;224;<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;professional;city;yes;sev_a_year;4g;;211;;;222;;209;207;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;general;city;yes;sev_a_year;4g;229;241;;;247;251;208;221;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;br
f;professional;city;yes;never;2g;606;258;;263;266;359;217;607;>;<;>;<;>;>;>;<;<;<;>;<;<;>;>;>;>;>;<;>;<;<;>;>;>;<;<;>;br
f;professional;city;yes;sev_a_year;2g;;227;;;245;;226;320;>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;sep
m;professional;city;yes;sev_a_year;2g;;298;;;307;;206;475;>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;sep
f;professional;city;yes;sev_a_year;6g;;371;;;;361;227;248;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;professional;city;yes;sev_a_year;2g;;283;;;;283;224;300;>;n;n;>;>;>;n;<;<;<;>;=;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
f;professional;city;yes;min_once_a_month;11g;;277;;;;277;229;227;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;higher;city;yes;min_once_a_month;10g;;275;;;304;275;276;;>;n;n;n;>;>;>;<;<;<;<;=;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
f;higher;city;yes;sev_a_year;11g;202;229;;;232;202;263;;<;<;<;<;<;=;<;<;<;<;<;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;>;<;education
f;professional;city;yes;sev_a_year;2g;236;238;;;248;286;244;241;<;<;<;<;<;<;<;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;br
f;higher;city;yes;never;2g;;348;;;;245;299;316;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;professional;city;yes;never;2g;;;;;;252;252;;n;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;>;>;n;=;<;<;education
m;higher;city;yes;sev_a_year;10g;;350;;;364;;288;269;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;professional;city;yes;sev_a_year;4g;;304;;;;206;206;289;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;=;<;<;child
f;professional;city;yes;sev_a_year;5g;;227;;;252;227;228;226;>;n;n;>;>;>;>;<;<;>;<;=;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;div
m;professional;city;yes;sev_a_year;9g;;305;;;;305;249;249;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;child
m;professional;city;yes;never;7g;;297;;311;391;;221;209;>;n;>;>;>;n;>;<;<;>;>;<;<;>;>;>;n;>;>;>;<;<;<;<;<;<;<;>;sep
m;general;city;yes;never;5g;;286;;;;240;187;235;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;higher;city;yes;sev_a_year;2g;;312;;;;237;256;292;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
m;professional;city;yes;min_once_a_month;8g;;203;;;224;205;219;;>;n;n;n;>;>;>;<;<;<;<;<;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
f;higher;city;yes;sev_a_year;9g;;;;;;;301;287;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;sep
m;higher;city;no;sev_a_year;11g;;286;;;;;229;264;>;n;n;>;>;n;n;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;child
f;professional;city;yes;once_a_week;3g;288;300;;;300;299;203;352;<;<;<;<;>;<;<;<;<;<;>;>;=;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;br
m;general;city;yes;sev_a_year;8g;270;288;;;279;;165;190;<;<;<;>;>;<;<;<;<;>;>;<;>;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
f;general;city;yes;sev_a_year;4g;;230;;;;177;201;237;>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;5g;;256;;;;256;214;212;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;higher;city;yes;sev_a_year;4g;;;;;;;;287;n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;n;<;<;<;n;n;n;sep
f;professional;city;yes;sev_a_year;6g;;257;;;267;;221;219;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;professional;city;yes;sev_a_year;7g;442;;;;471;442;234;231;<;<;<;>;>;=;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;marriage
f;general;city;yes;min_once_a_month;2g;;232;;;;232;216;219;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;higher;city;yes;sev_a_year;5g;;244;;;253;244;228;286;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;div
m;general;city;yes;sev_a_year;6g;;267;;;284;;268;509;>;n;n;>;>;n;>;<;<;<;<;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;sep
m;general;city;yes;never;2g;;359;;;368;;198;309;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
m;professional;city;yes;never;9g;250;360;339;;278;262;197;226;<;<;<;>;>;<;<;>;<;>;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;div
m;professional;city;yes;sev_a_year;11g;251;;;;;217;191;226;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;br
f;professional;city;yes;min_once_a_month;6g;;258;;;;189;223;231;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;5g;;;;;;318;204;230;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;higher;city;yes;sev_a_year;8g;;280;;;287;341;280;;>;n;n;n;>;>;>;<;<;<;=;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;education
f;professional;city;yes;sev_a_year;2g;;232;;367;244;226;184;529;>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;<;>;>;>;>;>;>;<;<;<;partner
f;professional;city;yes;never;5g;;257;;;264;257;228;;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;general;city;yes;sev_a_year;4g;278;284;332;361;293;;223;242;<;<;<;>;>;<;<;<;<;>;>;<;<;<;>;>;<;>;>;>;<;>;>;<;<;<;<;>;sep
f;professional;city;yes;sev_a_year;6g;241;256;;;263;;210;209;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;professional;city;yes;sev_a_year;9g;228;;;;237;220;;228;<;<;<;=;<;>;<;n;n;>;n;>;>;n;>;n;>;>;>;n;>;>;<;>;<;>;>;<;work
m;professional;city;yes;sev_a_year;7g;346;310;358;331;317;;262;260;>;<;>;>;>;<;>;<;<;>;>;<;<;>;>;>;<;>;>;>;<;>;<;<;<;<;<;>;sep
f;higher;city;yes;sev_a_year;6g;;259;;;;208;269;267;>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;9g;272;305;;;;272;213;212;<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;city;no;never;6g;;311;;;;230;231;229;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;child
f;general;city;yes;sev_a_year;3g;221;277;225;;283;221;212;208;<;<;<;>;>;=;<;>;<;>;>;>;<;<;>;>;>;<;>;>;>;>;<;<;<;<;<;<;div
m;higher;city;yes;sev_a_year;8g;300;;;;;;266;265;<;<;<;>;>;<;<;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;br
m;professional;city;yes;sev_a_year;5g;;289;;;296;208;244;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
f;professional;city;yes;never;7g;;240;;;261;258;229;;>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;higher;city;yes;sev_a_year;11g;;;;;;;233;;n;n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;>;n;n;<;<;n;education
m;higher;city;yes;never;7g;257;262;;;279;269;;286;<;<;<;<;<;<;<;<;<;<;<;<;<;n;>;n;>;>;>;n;>;>;<;>;>;>;>;<;work
m;general;city;yes;never;6g;;235;;;;222;199;199;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;child
m;professional;city;yes;sev_a_year;11g;259;271;;;;;216;216;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;=;<;<;<;<;n;child
f;professional;city;yes;sev_a_year;6g;;255;;;;255;260;241;>;n;n;>;>;>;n;<;<;>;<;=;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;child
m;professional;city;yes;sev_a_year;9g;;229;;;;229;204;227;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;professional;city;yes;sev_a_year;9g;;247;;;;;244;220;>;n;n;>;>;n;n;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;child
f;professional;city;yes;sev_a_year;3g;;268;;;;204;253;252;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;6g;;249;;;;215;210;249;>;n;n;>;>;>;n;<;<;=;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
f;higher;city;yes;sev_a_year;9g;415;302;;368;;;288;285;>;<;>;>;>;<;<;<;<;>;>;<;<;>;>;>;n;n;>;>;<;<;<;<;<;<;<;n;child
f;professional;city;yes;min_once_a_month;3g;;263;;;;190;213;211;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;no;never;1g;;303;;;;234;234;233;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;child
f;higher;city;yes;never;10g;;218;;323;222;218;307;307;>;n;>;>;>;>;>;<;<;<;<;=;<;>;>;>;>;>;>;>;>;>;=;>;>;>;>;<;partner
f;higher;city;yes;sev_a_year;6g;;320;;;;285;214;294;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
f;professional;city;yes;never;5g;;306;;;;268;221;220;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;city;no;never;6g;;239;;;;237;238;235;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;child
f;professional;city;yes;sev_a_year;10g;;205;;;195;207;250;248;>;n;n;>;>;>;>;<;<;<;<;<;>;n;>;>;>;>;>;>;>;>;<;>;>;>;>;>;div
f;professional;city;yes;sev_a_year;7g;;281;;;;281;195;218;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;professional;city;yes;sev_a_year;10g;;255;;;;274;280;240;>;n;n;>;>;>;n;<;<;>;<;<;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;child
f;higher;city;yes;sev_a_year;5g;333;339;;;348;274;;;<;<;<;<;<;>;<;<;<;<;<;>;<;n;n;n;>;>;n;n;>;>;n;>;>;>;>;<;education
f;professional;city;yes;sev_a_year;7g;;316;;;313;190;235;233;>;n;n;>;>;>;>;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;partner
m;professional;city;yes;never;9g;214;216;332;;227;218;242;214;<;<;<;=;<;<;<;<;<;>;<;<;<;<;>;>;>;>;>;>;>;>;<;<;<;>;>;<;div
f;higher;city;no;never;4g;;;;;;225;225;;n;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;>;>;n;=;<;<;education
f;higher;city;yes;sev_a_year;6g;;256;;;264;;239;434;>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;sep
f;higher;city;yes;min_once_a_month;1g;;243;;;257;243;243;331;>;n;n;>;>;>;>;<;<;<;=;=;<;n;>;>;>;>;>;>;>;>;>;>;>;=;<;<;div
f;higher;city;yes;sev_a_year;6g;344;;;;;179;227;284;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;marriage
m;professional;city;yes;sev_a_year;2g;;254;;;264;210;;;>;n;n;n;n;>;>;<;<;<;<;>;<;n;n;n;>;>;n;n;>;>;n;>;>;>;>;<;education
f;professional;city;yes;sev_a_year;6g;;343;;427;;221;257;305;>;n;>;>;>;>;n;<;<;>;>;>;<;>;>;>;>;n;>;>;>;<;>;>;<;>;<;<;partner
f;professional;city;yes;sev_a_year;5g;;;;;;229;;239;n;n;n;>;n;>;n;n;n;>;n;>;n;n;>;n;>;n;>;n;>;n;<;>;<;>;n;<;work
m;professional;city;yes;never;6g;279;;;;307;210;;;<;<;<;<;<;>;<;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;>;>;>;>;<;education
f;higher;city;yes;sev_a_year;8g;269;279;;;;197;275;272;<;<;<;<;<;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;3g;251;253;;;263;215;211;210;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
m;general;city;yes;sev_a_year;2g;295;297;329;329;;295;216;359;<;<;<;<;>;=;<;<;<;<;>;>;<;=;<;>;>;<;<;>;>;<;>;>;<;<;<;<;child
m;higher;city;yes;sev_a_year;2g;;296;;;;298;288;286;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;higher;city;yes;min_once_a_month;2g;;342;;;;208;267;265;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;professional;city;yes;sev_a_year;9g;;238;;;;204;232;232;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;div
m;professional;city;yes;sev_a_year;9g;328;354;;;362;321;259;233;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
f;professional;city;yes;sev_a_year;5g;;373;;;;290;179;290;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;=;<;<;<;<;child
f;general;city;yes;sev_a_year;2g;497;257;;;266;226;442;203;>;<;<;>;>;>;>;<;<;>;<;>;<;n;>;>;>;>;>;>;>;>;<;<;<;>;>;<;br
m;professional;city;yes;never;6g;280;289;;;307;417;221;221;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;>;br
f;professional;city;yes;sev_a_year;8g;;222;;;250;;223;222;>;n;n;>;>;n;>;<;<;=;<;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
m;professional;city;yes;never;1g;;310;;;;227;172;;>;n;n;n;>;>;n;<;<;<;>;>;<;n;n;>;>;n;n;>;>;n;>;>;n;<;<;<;education
f;professional;city;yes;sev_a_year;4g;461;315;;;484;239;261;260;>;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;br
m;professional;city;yes;sev_a_year;9g;;233;;;;240;219;217;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;city;yes;sev_a_year;4g;;302;;;;294;266;265;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;city;yes;sev_a_year;1g;;;;;;266;198;245;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;professional;city;yes;sev_a_year;9g;;234;;;245;;221;221;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;=;<;<;<;<;>;sep
m;higher;city;yes;sev_a_year;6g;;252;;;;208;267;266;>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;higher;city;no;never;3g;;281;;759;290;635;265;264;>;n;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;>;partner
m;higher;city;yes;never;9g;;260;;281;272;213;262;259;>;n;>;>;>;>;>;<;<;>;<;>;<;>;>;>;>;>;>;>;>;>;<;>;<;>;<;<;partner
f;professional;city;yes;sev_a_year;5g;253;;273;;262;;209;264;<;<;<;<;>;<;<;>;n;>;>;n;>;<;>;>;<;>;>;>;n;>;>;<;>;<;<;>;sep
m;professional;city;yes;sev_a_year;5g;;296;;;;296;217;299;>;n;n;>;>;>;n;<;<;<;>;=;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
m;professional;city;yes;sev_a_year;5g;;249;;;255;;235;269;>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;sep
m;professional;city;yes;sev_a_year;5g;;272;;;287;183;230;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
f;professional;city;yes;sev_a_year;5g;;315;;;;209;221;219;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;general;city;yes;sev_a_year;8g;206;218;287;;238;292;257;;<;<;<;<;<;<;<;<;<;<;<;<;<;<;<;>;<;>;n;>;>;>;>;>;>;<;>;>;education
f;higher;city;yes;sev_a_year;10g;;;;;;219;287;256;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;general;city;yes;never;6g;;193;;211;217;193;212;;>;n;>;n;>;>;>;<;<;<;<;=;<;>;n;>;>;>;<;<;>;<;>;>;>;>;<;<;education
f;professional;city;yes;sev_a_year;5g;;248;;380;269;248;201;;>;n;>;n;>;>;>;<;<;<;>;=;<;>;n;>;>;>;<;>;>;>;>;>;>;<;<;<;education
