partner marriage;partner break;partner divorce;partner education;partner work;partner separation from parents;partner child;marriage break;marriage divorce;marriage education;marriage work;marriage separation from parents;marriage child;break divorce;break education;break work;break separation from parents;break child;divorce education;divorce work;divorce separation from parents;divorce child;education work;education separation from parents;education child;work separation from parents;work child;separation from parents child;gender;education type;locality;religion;how often;generation;last_ev
<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;village;yes;sev_a_year;10g;child
>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;m;professional;village;yes;never;7g;child
n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;higher;village;no;never;11g;marriage
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;=;<;=;<;<;m;professional;village;no;never;7g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;village;yes;never;10g;child
<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;f;professional;village;yes;sev_a_year;5g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;m;professional;village;yes;never;3g;child
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;=;<;<;<;<;>;m;professional;village;yes;never;5g;sep
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;f;professional;village;yes;sev_a_year;6g;child
>;n;n;>;n;>;>;<;<;<;<;>;<;n;>;n;>;>;>;n;>;>;<;>;>;>;>;<;f;higher;village;yes;sev_a_year;5g;work
>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;f;general;village;yes;never;6g;partner
>;n;n;>;>;n;>;<;<;>;<;<;>;n;>;>;n;>;>;>;n;>;<;<;>;<;>;>;m;professional;village;yes;never;5g;sep
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;f;professional;village;yes;never;6g;child
>;<;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;>;f;professional;city;yes;sev_a_year;8g;br
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;=;<;>;<;<;m;higher;city;yes;sev_a_year;9g;div
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;f;professional;city;yes;sev_a_year;10g;child
<;<;<;<;<;=;<;<;<;<;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;>;>;<;f;general;city;yes;sev_a_year;2g;br
>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;f;higher;city;yes;sev_a_year;3g;education
<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;professional;city;yes;never;7g;child
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;f;professional;city;yes;sev_a_year;4g;sep
<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;f;general;city;yes;sev_a_year;4g;br
>;<;>;<;>;>;>;<;<;<;>;<;<;>;>;>;>;>;<;>;<;<;>;>;>;<;<;>;f;professional;city;yes;never;2g;br
>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;f;professional;city;yes;sev_a_year;2g;sep
>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;m;professional;city;yes;sev_a_year;2g;sep
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;f;professional;city;yes;sev_a_year;6g;child
>;n;n;>;>;>;n;<;<;<;>;=;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;f;professional;city;yes;sev_a_year;2g;child
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;f;professional;city;yes;min_once_a_month;11g;child
>;n;n;n;>;>;>;<;<;<;<;=;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;higher;city;yes;min_once_a_month;10g;education
<;<;<;<;<;=;<;<;<;<;<;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;>;<;f;higher;city;yes;sev_a_year;11g;education
<;<;<;<;<;<;<;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;f;professional;city;yes;sev_a_year;2g;br
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;f;higher;city;yes;never;2g;child
n;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;>;>;n;=;<;<;f;professional;city;yes;never;2g;education
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;m;higher;city;yes;sev_a_year;10g;sep
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;=;<;<;f;professional;city;yes;sev_a_year;4g;child
>;n;n;>;>;>;>;<;<;>;<;=;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;f;professional;city;yes;sev_a_year;5g;div
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;m;professional;city;yes;sev_a_year;9g;child
>;n;>;>;>;n;>;<;<;>;>;<;<;>;>;>;n;>;>;>;<;<;<;<;<;<;<;>;m;professional;city;yes;never;7g;sep
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;general;city;yes;never;5g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;f;higher;city;yes;sev_a_year;2g;child
>;n;n;n;>;>;>;<;<;<;<;<;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;professional;city;yes;min_once_a_month;8g;education
n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;f;higher;city;yes;sev_a_year;9g;sep
>;n;n;>;>;n;n;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;m;higher;city;no;sev_a_year;11g;child
<;<;<;<;>;<;<;<;<;<;>;>;=;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;f;professional;city;yes;once_a_week;3g;br
<;<;<;>;>;<;<;<;<;>;>;<;>;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;m;general;city;yes;sev_a_year;8g;sep
>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;f;general;city;yes;sev_a_year;4g;child
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;f;professional;city;yes;sev_a_year;5g;child
n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;n;<;<;<;n;n;n;f;higher;city;yes;sev_a_year;4g;sep
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;f;professional;city;yes;sev_a_year;6g;sep
<;<;<;>;>;=;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;f;professional;city;yes;sev_a_year;7g;marriage
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;f;general;city;yes;min_once_a_month;2g;child
>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;f;higher;city;yes;sev_a_year;5g;div
>;n;n;>;>;n;>;<;<;<;<;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;m;general;city;yes;sev_a_year;6g;sep
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;m;general;city;yes;never;2g;sep
<;<;<;>;>;<;<;>;<;>;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;m;professional;city;yes;never;9g;div
<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;m;professional;city;yes;sev_a_year;11g;br
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;f;professional;city;yes;min_once_a_month;6g;child
n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;f;professional;city;yes;sev_a_year;5g;child
>;n;n;n;>;>;>;<;<;<;=;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;m;higher;city;yes;sev_a_year;8g;education
>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;<;>;>;>;>;>;>;<;<;<;f;professional;city;yes;sev_a_year;2g;partner
>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;f;professional;city;yes;never;5g;education
<;<;<;>;>;<;<;<;<;>;>;<;<;<;>;>;<;>;>;>;<;>;>;<;<;<;<;>;f;general;city;yes;sev_a_year;4g;sep
<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;f;professional;city;yes;sev_a_year;6g;sep
<;<;<;=;<;>;<;n;n;>;n;>;>;n;>;n;>;>;>;n;>;>;<;>;<;>;>;<;f;professional;city;yes;sev_a_year;9g;work
>;<;>;>;>;<;>;<;<;>;>;<;<;>;>;>;<;>;>;>;<;>;<;<;<;<;<;>;m;professional;city;yes;sev_a_year;7g;sep
>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;f;higher;city;yes;sev_a_year;6g;child
<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;f;professional;city;yes;sev_a_year;9g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;f;professional;city;no;never;6g;child
<;<;<;>;>;=;<;>;<;>;>;>;<;<;>;>;>;<;>;>;>;>;<;<;<;<;<;<;f;general;city;yes;sev_a_year;3g;div
<;<;<;>;>;<;<;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;m;higher;city;yes;sev_a_year;8g;br
>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;professional;city;yes;sev_a_year;5g;education
>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;f;professional;city;yes;never;7g;education
n;n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;>;n;n;<;<;n;f;higher;city;yes;sev_a_year;11g;education
<;<;<;<;<;<;<;<;<;<;<;<;<;n;>;n;>;>;>;n;>;>;<;>;>;>;>;<;m;higher;city;yes;never;7g;work
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;m;general;city;yes;never;6g;child
<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;=;<;<;<;<;n;m;professional;city;yes;sev_a_year;11g;child
>;n;n;>;>;>;n;<;<;>;<;=;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;f;professional;city;yes;sev_a_year;6g;child
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;professional;city;yes;sev_a_year;9g;child
>;n;n;>;>;n;n;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;m;professional;city;yes;sev_a_year;9g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;f;professional;city;yes;sev_a_year;3g;child
>;n;n;>;>;>;n;<;<;=;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;f;professional;city;yes;sev_a_year;6g;child
>;<;>;>;>;<;<;<;<;>;>;<;<;>;>;>;n;n;>;>;<;<;<;<;<;<;<;n;f;higher;city;yes;sev_a_year;9g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;f;professional;city;yes;min_once_a_month;3g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;f;professional;city;no;never;1g;child
>;n;>;>;>;>;>;<;<;<;<;=;<;>;>;>;>;>;>;>;>;>;=;>;>;>;>;<;f;higher;city;yes;never;10g;partner
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;f;higher;city;yes;sev_a_year;6g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;f;professional;city;yes;never;5g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;f;professional;city;no;never;6g;child
>;n;n;>;>;>;>;<;<;<;<;<;>;n;>;>;>;>;>;>;>;>;<;>;>;>;>;>;f;professional;city;yes;sev_a_year;10g;div
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;f;professional;city;yes;sev_a_year;7g;child
>;n;n;>;>;>;n;<;<;>;<;<;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;f;professional;city;yes;sev_a_year;10g;child
<;<;<;<;<;>;<;<;<;<;<;>;<;n;n;n;>;>;n;n;>;>;n;>;>;>;>;<;f;higher;city;yes;sev_a_year;5g;education
>;n;n;>;>;>;>;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;f;professional;city;yes;sev_a_year;7g;partner
<;<;<;=;<;<;<;<;<;>;<;<;<;<;>;>;>;>;>;>;>;>;<;<;<;>;>;<;m;professional;city;yes;never;9g;div
n;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;>;>;n;=;<;<;f;higher;city;no;never;4g;education
>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;f;higher;city;yes;sev_a_year;6g;sep
>;n;n;>;>;>;>;<;<;<;=;=;<;n;>;>;>;>;>;>;>;>;>;>;>;=;<;<;f;higher;city;yes;min_once_a_month;1g;div
<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;f;higher;city;yes;sev_a_year;6g;marriage
>;n;n;n;n;>;>;<;<;<;<;>;<;n;n;n;>;>;n;n;>;>;n;>;>;>;>;<;m;professional;city;yes;sev_a_year;2g;education
>;n;>;>;>;>;n;<;<;>;>;>;<;>;>;>;>;n;>;>;>;<;>;>;<;>;<;<;f;professional;city;yes;sev_a_year;6g;partner
n;n;n;>;n;>;n;n;n;>;n;>;n;n;>;n;>;n;>;n;>;n;<;>;<;>;n;<;f;professional;city;yes;sev_a_year;5g;work
<;<;<;<;<;>;<;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;>;>;>;>;<;m;professional;city;yes;never;6g;education
<;<;<;<;<;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;f;higher;city;yes;sev_a_year;8g;child
<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;f;professional;city;yes;sev_a_year;3g;br
<;<;<;<;>;=;<;<;<;<;>;>;<;=;<;>;>;<;<;>;>;<;>;>;<;<;<;<;m;general;city;yes;sev_a_year;2g;child
>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;higher;city;yes;sev_a_year;2g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;f;higher;city;yes;min_once_a_month;2g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;m;professional;city;yes;sev_a_year;9g;div
<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;m;professional;city;yes;sev_a_year;9g;br
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;=;<;<;<;<;f;professional;city;yes;sev_a_year;5g;child
>;<;<;>;>;>;>;<;<;>;<;>;<;n;>;>;>;>;>;>;>;>;<;<;<;>;>;<;f;general;city;yes;sev_a_year;2g;br
<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;>;m;professional;city;yes;never;6g;br
>;n;n;>;>;n;>;<;<;=;<;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;f;professional;city;yes;sev_a_year;8g;sep
>;n;n;n;>;>;n;<;<;<;>;>;<;n;n;>;>;n;n;>;>;n;>;>;n;<;<;<;m;professional;city;yes;never;1g;education
>;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;f;professional;city;yes;sev_a_year;4g;br
>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;professional;city;yes;sev_a_year;9g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;f;professional;city;yes;sev_a_year;4g;child
n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;f;professional;city;yes;sev_a_year;1g;child
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;=;<;<;<;<;>;f;professional;city;yes;sev_a_year;9g;sep
>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;higher;city;yes;sev_a_year;6g;child
>;n;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;>;f;higher;city;no;never;3g;partner
>;n;>;>;>;>;>;<;<;>;<;>;<;>;>;>;>;>;>;>;>;>;<;>;<;>;<;<;m;higher;city;yes;never;9g;partner
<;<;<;<;>;<;<;>;n;>;>;n;>;<;>;>;<;>;>;>;n;>;>;<;>;<;<;>;f;professional;city;yes;sev_a_year;5g;sep
>;n;n;>;>;>;n;<;<;<;>;=;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;m;professional;city;yes;sev_a_year;5g;child
>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;m;professional;city;yes;sev_a_year;5g;sep
>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;professional;city;yes;sev_a_year;5g;education
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;f;professional;city;yes;sev_a_year;5g;child
<;<;<;<;<;<;<;<;<;<;<;<;<;<;<;>;<;>;n;>;>;>;>;>;>;<;>;>;f;general;city;yes;sev_a_year;8g;education
n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;f;higher;city;yes;sev_a_year;10g;child
>;n;>;n;>;>;>;<;<;<;<;=;<;>;n;>;>;>;<;<;>;<;>;>;>;>;<;<;f;general;city;yes;never;6g;education
>;n;>;n;>;>;>;<;<;<;>;=;<;>;n;>;>;>;<;>;>;>;>;>;>;<;<;<;f;professional;city;yes;sev_a_year;5g;education
>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;f;professional;city;yes;sev_a_year;5g;education
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;=;<;=;<;<;f;general;city;yes;min_once_a_month;2g;child
>;n;n;n;>;>;n;<;<;<;>;<;<;n;n;>;>;n;n;>;>;n;>;>;n;<;<;<;f;higher;city;no;never;5g;education
n;n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;>;n;n;<;<;n;f;higher;city;yes;sev_a_year;11g;education
>;n;n;n;>;>;>;<;<;<;<;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;f;professional;city;yes;sev_a_year;5g;education
>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;m;higher;city;yes;sev_a_year;9g;education
>;n;n;>;>;n;n;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;f;professional;city;yes;sev_a_year;9g;child
>;n;>;>;>;n;n;<;<;<;>;<;<;>;>;>;n;n;>;>;<;<;>;<;<;<;<;n;f;higher;city;yes;sev_a_year;2g;sep
>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;>;f;professional;city;yes;sev_a_year;3g;div
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;f;professional;city;yes;sev_a_year;6g;child
>;n;n;>;>;n;>;<;<;<;<;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;f;professional;city;yes;never;8g;sep
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;f;professional;city;yes;sev_a_year;4g;child
>;n;n;>;>;>;>;<;<;>;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;f;higher;city;yes;never;4g;div
>;n;n;>;n;>;>;<;<;<;<;<;<;n;>;n;>;>;>;n;>;>;<;>;>;>;>;>;f;higher;city;yes;sev_a_year;2g;work
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;=;<;=;<;<;f;professional;city;yes;sev_a_year;4g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;m;professional;city;yes;never;2g;child
<;<;<;<;>;<;<;<;<;<;>;=;<;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;f;higher;city;yes;sev_a_year;5g;div
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;f;professional;city;yes;sev_a_year;9g;sep
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;professional;city;yes;never;8g;child
>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;f;professional;city;yes;sev_a_year;2g;education
>;n;n;>;>;n;>;<;<;<;<;<;<;n;>;>;n;>;>;>;n;>;=;<;<;<;<;>;f;professional;city;yes;sev_a_year;3g;sep
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;=;<;<;<;<;>;f;general;city;yes;sev_a_year;8g;sep
>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;=;<;<;f;professional;city;yes;sev_a_year;6g;education
>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;<;m;higher;city;yes;never;3g;partner
n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;m;general;city;yes;sev_a_year;11g;marriage
n;n;n;>;n;>;n;n;n;>;n;>;n;n;>;n;>;n;>;n;>;n;<;<;<;>;n;<;f;general;city;yes;sev_a_year;3g;work
<;<;<;>;>;<;<;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;f;professional;city;yes;sev_a_year;10g;child
>;<;>;<;>;>;>;<;<;<;>;=;<;>;>;>;>;>;<;>;>;>;>;>;>;<;<;<;f;professional;city;yes;sev_a_year;4g;br
>;<;<;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;m;professional;city;yes;sev_a_year;6g;div
>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;m;professional;city;yes;once_a_week;7g;education
<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;f;professional;city;yes;min_once_a_month;6g;br
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;f;professional;city;yes;sev_a_year;6g;child
>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;<;>;<;>;<;<;m;higher;city;yes;sev_a_year;9g;partner
<;<;<;<;<;<;<;<;<;<;<;<;<;=;>;<;>;>;>;<;>;>;<;>;>;>;>;>;f;professional;city;yes;sev_a_year;9g;work
<;<;<;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;<;<;>;f;professional;city;yes;sev_a_year;6g;br
>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;higher;city;yes;sev_a_year;4g;child
n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;m;general;city;yes;never;5g;marriage
>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;=;<;<;f;higher;city;yes;min_once_a_month;5g;child
>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;f;professional;city;yes;sev_a_year;6g;div
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;f;general;city;yes;never;4g;sep
<;<;<;>;=;>;<;<;<;>;>;>;<;<;>;>;>;>;>;>;>;>;<;>;<;>;<;<;f;higher;city;no;never;1g;div
>;n;n;n;>;>;>;<;<;<;>;<;>;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;m;higher;city;no;never;2g;education
>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;f;higher;city;yes;never;5g;div
>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;m;general;city;yes;never;7g;div
>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;f;higher;city;yes;min_once_a_month;6g;partner
>;n;n;>;>;>;n;<;<;<;<;<;<;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;f;higher;city;yes;min_once_a_month;2g;div
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;city;yes;sev_a_year;7g;child
>;n;n;>;n;>;>;<;<;<;<;>;<;n;>;n;>;>;>;n;>;>;<;>;>;>;>;<;m;higher;city;yes;sev_a_week;8g;work
n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;f;professional;city;yes;sev_a_year;6g;marriage
